muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre libre,dioxido de azufre total,pH,sulfatos,calidad,SO2_l / SO2_tot,diox_simil_1,diox_simil_2
4077,7.7,0.58,0.01,1.8,0.088,12.0,18.0,3.32,0.56,7,0.6666666666666666,0.7842715137715565,0.05414985409492427
4078,8.0,0.58,0.28,3.2,0.066,21.0,114.0,3.22,0.54,6,0.18421052631578946,1.3755462568592508e-10,0.9646402934831231
4079,5.8,0.24,0.28,1.4,0.038,40.0,76.0,3.1,0.29,7,0.5263157894736842,0.0007443494072305689,0.5352614285189903
4080,6.8,0.48,0.08,1.8,0.074,40.0,64.0,3.12,0.49,5,0.625,0.016457071758747287,0.38251018447178037
4081,6.0,0.25,0.4,5.7,0.052,56.0,152.0,3.16,0.88,6,0.3684210526315789,4.3898144201314395e-21,0.8445089033860343
4082,10.8,0.4,0.41,2.2,0.084,7.0,17.0,3.08,0.67,6,0.4117647058823529,0.7408182206817179,0.05129048610743099
4083,11.6,0.41,0.54,1.5,0.095,22.0,41.0,3.02,0.76,7,0.5365853658536586,0.5554370486980182,0.1642689919485795
4084,6.4,0.38,0.19,4.5,0.038,36.0,119.0,3.07,0.42,6,0.3025210084033613,9.384140804010432e-12,0.9878247258083831
4085,5.3,0.23,0.56,0.9,0.041,46.0,141.0,3.16,0.62,5,0.3262411347517731,1.168763767112266e-17,0.9453027806520595
4086,6.4,0.22,0.31,13.9,0.04,57.0,135.0,3.21,0.38,5,0.4222222222222222,6.355759997078935e-16,0.9799536542670847
4087,6.6,0.26,0.46,6.9,0.047,59.0,183.0,3.2,0.45,5,0.3224043715846995,1.9634889666798433e-32,0.44385826077685925
4088,6.9,0.19,0.39,8.0,0.028,22.0,84.0,3.11,0.66,6,0.2619047619047619,5.846981031057106e-05,0.6433927065729562
4089,6.5,0.5,0.22,4.1,0.036,35.0,131.0,3.26,0.55,7,0.26717557251908397,8.091194688671889e-15,0.9937694906233947
4090,7.2,0.2,0.22,1.6,0.044,17.0,101.0,3.37,0.53,5,0.16831683168316833,7.335171144838272e-08,0.8553453273074225
4091,6.6,0.33,0.24,16.05,0.045,31.0,147.0,3.08,0.52,5,0.2108843537414966,1.7317228272655536e-19,0.895610204755188
4092,8.9,0.745,0.18,2.5,0.077,15.0,48.0,3.2,0.47,6,0.3125,0.2663350969676039,0.21849328438476312
4093,5.6,0.54,0.04,1.7,0.049,5.0,13.0,3.72,0.58,5,0.38461538461538464,0.5554370486980182,0.04107933836763487
4094,6.3,0.27,0.46,11.1,0.053,44.0,177.0,3.18,0.67,5,0.24858757062146894,4.843089239878731e-30,0.5219152816293969
4095,6.6,0.2,0.14,4.4,0.184,35.0,168.0,2.93,0.45,6,0.20833333333333334,1.251336797465485e-26,0.6433927065729562
4096,6.6,0.23,0.24,3.9,0.045,36.0,138.0,3.15,0.64,7,0.2608695652173913,8.854683967714215e-17,0.9646402934831231
4097,8.6,0.49,0.29,2.0,0.11,19.0,133.0,2.93,1.98,5,0.14285714285714285,2.2950999526353423e-15,0.9878247258083831
4098,6.0,0.32,0.3,1.9,0.033,41.0,142.0,3.29,0.42,7,0.2887323943661972,5.879852484306267e-18,0.9380049995307295
4099,5.8,0.22,0.29,1.3,0.036,25.0,68.0,3.24,0.35,6,0.36764705882352944,0.006454356176091937,0.43127902868897855
4100,6.4,0.23,0.35,4.6,0.039,43.0,147.0,3.18,0.4,7,0.2925170068027211,1.7317228272655536e-19,0.895610204755188
4101,7.2,0.23,0.82,1.3,0.149,70.0,109.0,2.93,0.42,6,0.6422018348623854,1.7354484227940743e-09,0.9302982921639203
4102,9.3,0.4,0.49,2.5,0.085,38.0,142.0,3.22,0.55,5,0.2676056338028169,5.879852484306267e-18,0.9380049995307295
4103,8.0,0.42,0.17,2.0,0.073,6.0,18.0,3.29,0.61,6,0.3333333333333333,0.7842715137715565,0.05414985409492427
4104,6.2,0.35,0.29,7.3,0.044,56.0,244.0,3.36,0.55,6,0.22950819672131148,4.451654236459997e-62,0.03077661902029056
4105,8.2,0.635,0.1,2.1,0.073,25.0,60.0,3.29,0.75,6,0.4166666666666667,0.03812061755647895,0.336552878364737
4106,7.1,0.25,0.49,3.0,0.03,30.0,96.0,3.13,0.39,7,0.3125,6.265733440181832e-07,0.7985162187593771
4107,8.5,0.3,0.28,3.1,0.054,54.0,174.0,3.21,0.43,6,0.3103448275862069,7.014417661831649e-29,0.5621424451968224
4108,7.8,0.26,0.31,3.6,0.025,22.0,100.0,2.99,0.47,7,0.22,1.1400768255377355e-07,0.8445089033860343
4109,7.5,0.24,0.31,13.1,0.05,26.0,180.0,3.05,0.53,6,0.14444444444444443,3.1681185134954354e-31,0.4823911401151259
4110,8.2,1.0,0.09,2.3,0.065,7.0,37.0,3.32,0.55,6,0.1891891891891892,0.7408182206817179,0.13803472431586922
4111,8.7,0.82,0.02,1.2,0.07,36.0,48.0,3.2,0.58,5,0.75,0.2663350969676039,0.21849328438476312
4112,5.2,0.24,0.45,3.8,0.027,21.0,128.0,3.55,0.49,8,0.1640625,5.120188741348687e-14,0.999000499833375
4113,9.0,0.53,0.49,1.9,0.171,6.0,25.0,3.27,0.61,6,0.24,0.9880717128619305,0.0780621480245016
4114,9.0,0.27,0.35,4.9,0.028,27.0,95.0,3.04,0.4,6,0.28421052631578947,9.450764625260006e-07,0.7864312286813591
4115,6.7,0.24,0.41,8.7,0.036,29.0,148.0,3.22,0.62,6,0.19594594594594594,8.403950222399538e-20,0.8860339595928756
4116,8.0,0.25,0.27,9.7,0.036,15.0,85.0,2.99,0.36,6,0.17647058823529413,4.140950972534782e-05,0.6568825786411052
4117,11.3,0.34,0.45,2.0,0.082,6.0,15.0,2.94,0.66,6,0.4,0.6492093766851474,0.045947768270989044
4118,7.3,0.23,0.37,1.9,0.041,51.0,165.0,3.26,0.4,8,0.3090909090909091,1.541301708810367e-25,0.6836904652289411
4119,5.1,0.35,0.26,6.8,0.034,36.0,120.0,3.38,0.4,6,0.3,5.387174930744011e-12,0.9910403787728836
4120,6.2,0.15,0.46,1.6,0.039,38.0,123.0,3.38,0.51,6,0.3089430894308943,9.83164444845892e-13,0.9977525293526299
4121,5.9,0.24,0.34,2.0,0.037,40.0,108.0,3.19,0.5,6,0.37037037037037035,2.8299692247416165e-09,0.922193691444608
4122,8.9,0.3,0.35,4.6,0.032,32.0,148.0,3.15,0.45,7,0.21621621621621623,8.403950222399538e-20,0.8860339595928756
4123,6.4,0.27,0.19,1.9,0.085,21.0,196.0,3.49,0.64,4,0.10714285714285714,6.142510493613531e-38,0.29375770032353277
4124,6.9,0.35,0.74,1.0,0.044,18.0,132.0,3.13,0.55,5,0.13636363636363635,4.322251274666006e-15,0.9910403787728836
4125,5.9,0.2,0.23,1.5,0.037,38.0,93.0,3.36,0.49,6,0.40860215053763443,2.111736422206623e-06,0.7616638213305269
4126,8.5,0.47,0.27,1.9,0.058,18.0,38.0,3.16,0.85,6,0.47368421052631576,0.6955864334990951,0.14427991674278817
4127,8.7,0.675,0.1,1.6,0.09,4.0,11.0,3.31,0.65,5,0.36363636363636365,0.4639400210916467,0.03665336648090768
4128,7.2,0.45,0.15,2.0,0.078,10.0,28.0,3.29,0.51,6,0.35714285714285715,0.997004495503373,0.09062728067998384
4129,7.1,0.875,0.05,5.7,0.082,3.0,14.0,3.4,0.52,3,0.21428571428571427,0.6022997704830654,0.04345627581810221
4130,7.9,1.04,0.05,2.2,0.084,13.0,29.0,3.22,0.55,6,0.4482758620689655,0.9880717128619305,0.09515482282280588
4131,6.8,0.705,0.25,3.2,0.048,10.0,57.0,3.36,0.52,4,0.17543859649122806,0.06720551273974976,0.3041452182568097
4132,7.2,0.36,0.46,2.1,0.074,24.0,44.0,3.4,0.85,7,0.5454545454545454,0.4202102910640503,0.186187695219304
4133,7.8,0.59,0.33,2.0,0.074,24.0,120.0,3.25,0.54,5,0.2,5.387174930744011e-12,0.9910403787728836
4134,8.0,0.43,0.36,2.3,0.075,10.0,48.0,3.34,0.46,5,0.20833333333333334,0.2663350969676039,0.21849328438476312
4135,6.5,0.3,0.29,2.25,0.037,8.0,210.0,3.19,0.62,5,0.0380952380952381,2.3320415641888565e-44,0.17135805889335737
4136,6.1,0.27,0.32,6.2,0.048,47.0,161.0,3.22,0.6,6,0.2919254658385093,4.031111852619467e-24,0.7362025458114003
4137,6.4,0.32,0.27,4.9,0.034,18.0,122.0,3.36,0.71,6,0.14754098360655737,1.7437206169109494e-12,0.9960079893439915
4138,6.6,0.52,0.04,2.2,0.069,8.0,15.0,3.4,0.63,6,0.5333333333333333,0.6492093766851474,0.045947768270989044
4139,12.8,0.3,0.74,2.6,0.095,9.0,28.0,3.2,0.77,7,0.32142857142857145,0.997004495503373,0.09062728067998384
4140,8.2,0.28,0.42,1.8,0.031,30.0,93.0,3.09,0.39,5,0.3225806451612903,2.111736422206623e-06,0.7616638213305269
4141,6.9,0.28,0.41,1.7,0.05,10.0,136.0,3.16,0.71,6,0.07352941176470588,3.3146813253630435e-16,0.9753099120283326
4142,4.8,0.29,0.23,1.1,0.044,38.0,180.0,3.28,0.34,6,0.2111111111111111,3.1681185134954354e-31,0.4823911401151259
4143,5.8,0.14,0.15,6.1,0.042,27.0,123.0,3.06,0.6,6,0.21951219512195122,9.83164444845892e-13,0.9977525293526299
4144,7.5,0.28,0.78,12.1,0.041,53.0,161.0,2.98,0.44,5,0.32919254658385094,4.031111852619467e-24,0.7362025458114003
4145,6.0,0.21,0.34,2.0,0.042,63.0,123.0,3.44,0.42,6,0.5121951219512195,9.83164444845892e-13,0.9977525293526299
4146,5.8,0.27,0.4,1.2,0.076,47.0,130.0,3.13,0.45,6,0.36153846153846153,1.505599717049095e-14,0.9960079893439915
4147,8.6,0.22,0.36,1.9,0.064,53.0,77.0,3.47,0.87,7,0.6883116883116883,0.0005530843701478336,0.5486744503339374
4148,8.4,0.58,0.27,12.15,0.033,37.0,116.0,2.99,0.39,6,0.31896551724137934,4.784760746553178e-11,0.9753099120283326
4149,7.3,0.51,0.18,2.1,0.07,12.0,28.0,3.52,0.73,6,0.42857142857142855,0.997004495503373,0.09062728067998384
4150,10.6,0.28,0.39,15.5,0.069,6.0,23.0,3.12,0.66,5,0.2608695652173913,0.9531337870775047,0.07049242653287519
4151,8.6,0.47,0.3,3.0,0.076,30.0,135.0,3.3,0.53,5,0.2222222222222222,6.355759997078935e-16,0.9799536542670847
4152,5.8,0.36,0.26,3.3,0.038,40.0,153.0,3.34,0.55,6,0.26143790849673204,2.0673900221784125e-21,0.8333929661285026
4153,6.4,0.15,0.36,1.8,0.034,43.0,150.0,3.42,0.69,8,0.2866666666666667,1.943910877113129e-20,0.865887748059205
4154,7.3,0.28,0.54,12.9,0.049,62.0,162.5,3.06,0.45,6,0.38153846153846155,1.1987654455636034e-24,0.7167253974184769
4155,6.2,0.66,0.48,1.2,0.029,29.0,75.0,3.33,0.39,8,0.38666666666666666,0.0009957642750772577,0.5219152816293969
4156,7.4,0.36,0.33,1.4,0.025,27.0,55.0,3.21,0.33,6,0.4909090909090909,0.09517861450234763,0.2835831218565951
4157,7.1,0.33,0.18,6.3,0.094,27.0,166.0,2.9,0.49,5,0.16265060240963855,6.71411762552558e-26,0.6703200460356393
4158,7.2,0.27,0.28,15.2,0.046,6.0,41.0,3.17,0.39,6,0.14634146341463414,0.5554370486980182,0.1642689919485795
4159,6.2,0.36,0.45,10.4,0.06,22.0,184.0,3.31,0.56,6,0.11956521739130435,7.677608218738721e-33,0.43127902868897855
4160,6.8,0.17,0.34,2.0,0.04,38.0,111.0,3.24,0.45,6,0.34234234234234234,6.409946534463482e-10,0.9453027806520595
4161,6.2,0.24,0.35,1.2,0.038,22.0,167.0,3.1,0.48,6,0.1317365269461078,2.9072639567353304e-26,0.6568825786411052
4162,6.2,0.3,0.21,1.1,0.032,31.0,111.0,2.97,0.42,6,0.27927927927927926,6.409946534463482e-10,0.9453027806520595
4163,5.6,0.18,0.58,1.25,0.034,29.0,129.0,3.51,0.6,7,0.2248062015503876,2.784842452933014e-14,0.9977525293526299
4164,6.0,0.22,0.28,1.1,0.034,47.0,90.0,3.22,0.38,6,0.5222222222222223,6.743037951139162e-06,0.7232502423798424
4165,5.7,0.26,0.25,10.4,0.02,7.0,57.0,3.39,0.37,5,0.12280701754385964,0.06720551273974976,0.3041452182568097
4166,6.7,0.31,0.33,2.0,0.033,12.0,74.0,3.29,0.65,6,0.16216216216216217,0.0013241295219576434,0.5086475186803137
4167,8.2,0.24,0.34,5.1,0.062,8.0,22.0,3.22,0.94,6,0.36363636363636365,0.9277434863285529,0.06693722761675015
4168,5.9,0.34,0.3,3.8,0.035,57.0,135.0,3.09,0.34,6,0.4222222222222222,6.355759997078935e-16,0.9799536542670847
4169,7.8,0.13,0.3,1.8,0.04,43.0,179.0,3.43,0.41,5,0.24022346368715083,7.910079899597155e-31,0.49546924289722294
4170,7.0,0.62,0.18,1.5,0.062,7.0,50.0,3.08,0.6,5,0.14,0.2045383071530228,0.23598194054475852
4171,6.1,0.18,0.36,2.0,0.038,20.0,249.5,3.37,0.79,6,0.08016032064128256,3.155923125918434e-65,0.022080453915882883
4172,8.0,0.77,0.32,2.1,0.079,16.0,74.0,3.27,0.5,6,0.21621621621621623,0.0013241295219576434,0.5086475186803137
4173,6.5,0.39,0.23,5.4,0.051,25.0,149.0,3.24,0.35,5,0.16778523489932887,4.0539911292540826e-20,0.8761219372139776
4174,6.6,0.19,0.28,1.1,0.044,38.0,100.0,3.22,0.69,6,0.38,1.1400768255377355e-07,0.8445089033860343
4175,6.9,0.38,0.25,9.8,0.04,28.0,191.0,3.28,0.61,5,0.14659685863874344,9.070826166408033e-36,0.3477574586840902
4176,10.0,0.56,0.24,2.2,0.079,19.0,58.0,3.18,0.56,6,0.3275862068965517,0.05596661089964698,0.3147426368427819
4177,8.0,0.6,0.08,2.6,0.056,3.0,7.0,3.22,0.37,5,0.42857142857142855,0.30119421191220214,0.02900607465701743
4178,7.2,0.49,0.18,2.7,0.069,13.0,34.0,3.29,0.48,6,0.38235294117647056,0.8632939774163194,0.12051271656014938
4179,6.2,0.34,0.3,11.1,0.047,28.0,237.0,3.18,0.49,5,0.11814345991561181,3.4901174664434544e-58,0.045947768270989044
4180,8.4,0.3,0.25,17.75,0.047,25.0,218.0,2.98,0.66,5,0.11467889908256881,2.9478746813768896e-48,0.12051271656014938
4181,7.2,0.24,0.4,1.4,0.045,31.0,106.0,2.88,0.38,6,0.29245283018867924,7.39102064415364e-09,0.9048374180359595
4182,5.6,0.28,0.4,6.1,0.034,36.0,118.0,3.21,0.43,7,0.3050847457627119,1.6248833408110006e-11,0.9841273200552851
4183,6.8,0.44,0.37,5.1,0.047,46.0,201.0,3.08,0.65,4,0.22885572139303484,3.580146494267396e-40,0.2450605392455259
4184,7.0,0.31,0.39,7.5,0.055,42.0,218.0,3.37,0.54,5,0.1926605504587156,2.9478746813768896e-48,0.12051271656014938
4185,6.7,0.64,0.3,1.2,0.03,18.0,76.0,3.16,0.6,4,0.23684210526315788,0.0007443494072305689,0.5352614285189903
4186,7.0,0.19,0.23,5.7,0.123,27.0,104.0,3.04,0.54,6,0.25961538461538464,1.8845343174858356e-08,0.8860339595928756
4187,7.0,0.22,0.39,2.1,0.055,39.0,198.0,3.52,0.54,6,0.19696969696969696,7.987027210417774e-39,0.27362410337040804
4188,6.9,0.63,0.33,6.7,0.235,66.0,115.0,3.22,0.56,5,0.5739130434782609,8.137117671797838e-11,0.9702029524890169
4189,6.2,0.2,0.32,2.8,0.05,17.0,126.0,3.18,0.55,6,0.1349206349206349,1.6999625287756906e-13,1.0
4190,6.0,0.28,0.27,2.3,0.051,23.0,147.0,3.23,0.67,6,0.1564625850340136,1.7317228272655536e-19,0.895610204755188
4191,7.2,0.31,0.46,5.0,0.04,3.0,29.0,3.04,0.53,4,0.10344827586206896,0.9880717128619305,0.09515482282280588
4192,8.6,0.16,0.49,7.3,0.043,9.0,63.0,3.13,0.59,6,0.14285714285714285,0.020486277647979705,0.37074158331572676
4193,12.5,0.28,0.54,2.3,0.082,12.0,29.0,3.11,1.36,7,0.41379310344827586,0.9880717128619305,0.09515482282280588
4194,6.8,0.19,0.33,1.3,0.031,22.0,87.0,3.08,0.62,7,0.25287356321839083,2.0399503411171922e-05,0.6836904652289411
4195,7.4,0.27,0.26,11.8,0.053,55.0,173.0,3.11,0.6,5,0.3179190751445087,1.6894154876826916e-28,0.5756531326166507
4196,6.7,0.29,0.45,14.3,0.054,30.0,181.0,3.14,0.57,5,0.16574585635359115,1.2612936275556696e-31,0.46942346850496713
4197,8.0,0.26,0.28,8.2,0.038,72.0,202.0,3.12,0.56,6,0.3564356435643564,1.2565925342789908e-40,0.23598194054475852
4198,6.2,0.33,0.19,5.6,0.042,22.0,143.0,3.15,0.63,5,0.15384615384615385,2.9403589739877336e-18,0.9302982921639203
4199,6.6,0.3,0.25,8.0,0.036,21.0,124.0,3.06,0.38,6,0.1693548387096774,5.51022914228981e-13,0.999000499833375
4200,7.3,0.18,0.29,1.2,0.044,12.0,143.0,3.2,0.48,7,0.08391608391608392,2.9403589739877336e-18,0.9302982921639203
4201,7.0,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,6,0.32,0.9880717128619305,0.0780621480245016
4202,5.4,0.74,0.0,1.2,0.041,16.0,46.0,4.01,0.59,6,0.34782608695652173,0.3385782657208353,0.20189651799465538
4203,5.8,0.34,0.21,6.6,0.04,50.0,167.0,3.29,0.62,5,0.2994011976047904,2.9072639567353304e-26,0.6568825786411052
4204,6.7,0.39,0.24,2.7,0.017,22.0,80.0,3.03,0.37,5,0.275,0.00021887713784097935,0.5891938690486437
4205,8.8,0.7,0.0,1.7,0.069,8.0,19.0,3.31,0.53,6,0.42105263157894735,0.8253068684916823,0.05714005040775944
4206,7.0,0.13,0.37,12.85,0.042,36.0,105.0,3.05,0.55,6,0.34285714285714286,1.1837421617474535e-08,0.895610204755188
4207,5.9,0.13,0.28,1.9,0.05,20.0,78.0,3.43,0.64,6,0.2564102564102564,0.0004085076160078274,0.5621424451968224
4208,7.4,0.16,0.27,15.5,0.05,25.0,135.0,2.9,0.43,7,0.18518518518518517,6.355759997078935e-16,0.9799536542670847
4209,6.8,0.17,0.35,1.8,0.04,29.0,84.0,2.91,0.57,7,0.34523809523809523,5.846981031057106e-05,0.6433927065729562
4210,6.4,0.23,0.33,1.15,0.044,15.5,217.5,3.33,0.44,6,0.07126436781609195,5.22437129196411e-48,0.12330892339738364
4211,6.0,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,5,0.5769230769230769,0.997004495503373,0.0820849986238988
4212,6.0,0.27,0.15,1.5,0.056,35.0,128.0,3.12,0.45,5,0.2734375,5.120188741348687e-14,0.999000499833375
4213,7.6,0.21,0.6,2.1,0.046,47.0,165.0,3.05,0.54,7,0.28484848484848485,1.541301708810367e-25,0.6836904652289411
4214,6.1,0.28,0.35,12.8,0.048,63.0,229.0,3.08,0.4,5,0.27510917030567683,6.872961027031994e-54,0.07049242653287519
4215,7.5,0.18,0.72,9.6,0.039,53.0,151.0,3.03,0.46,5,0.3509933774834437,9.26539926652296e-21,0.8553453273074225
4216,6.7,0.3,0.44,18.5,0.057,65.0,224.0,3.11,0.53,5,0.29017857142857145,2.731469499811587e-51,0.09062728067998384
4217,6.7,0.46,0.18,2.4,0.034,25.0,98.0,3.08,0.44,7,0.25510204081632654,2.7049830631279825e-07,0.8220122346781865
4218,6.6,0.37,0.24,2.0,0.064,23.0,120.0,3.32,0.54,5,0.19166666666666668,5.387174930744011e-12,0.9910403787728836
4219,6.4,0.42,0.09,2.3,0.054,34.0,64.0,3.41,0.68,6,0.53125,0.016457071758747287,0.38251018447178037
4220,6.8,0.24,0.34,2.7,0.047,64.5,218.5,3.3,0.58,6,0.2951945080091533,1.6608582116030234e-48,0.11776519615706177
4221,6.0,0.28,0.25,1.8,0.042,8.0,108.0,3.08,0.55,5,0.07407407407407407,2.8299692247416165e-09,0.922193691444608
4222,9.5,0.78,0.22,1.9,0.077,6.0,32.0,3.26,0.56,6,0.1875,0.9277434863285529,0.10981040403263917
4223,6.8,0.18,0.3,12.8,0.062,19.0,171.0,3.0,0.52,7,0.1111111111111111,9.625180216909195e-28,0.6027516647500953
4224,6.3,0.33,0.42,17.2,0.037,57.0,170.0,3.26,0.57,6,0.3352941176470588,2.2768604782708498e-27,0.6163132019122897
4225,5.9,0.55,0.1,2.2,0.062,39.0,51.0,3.52,0.76,6,0.7647058823529411,0.17763933359513495,0.2450605392455259
4226,7.4,0.16,0.27,15.5,0.05,25.0,135.0,2.9,0.43,7,0.18518518518518517,6.355759997078935e-16,0.9799536542670847
4227,8.2,0.28,0.4,2.4,0.052,4.0,10.0,3.33,0.7,7,0.4,0.4202102910640503,0.034596595420891954
4228,7.5,0.24,0.31,13.1,0.05,26.0,180.0,3.05,0.53,6,0.14444444444444443,3.1681185134954354e-31,0.4823911401151259
4229,7.0,0.27,0.32,6.8,0.047,47.0,193.0,3.23,0.39,6,0.24352331606217617,1.2524020505756419e-36,0.3255464903617943
4230,6.0,0.615,0.04,0.8,0.032,8.0,50.0,3.14,0.4,4,0.16,0.2045383071530228,0.23598194054475852
4231,7.8,0.29,0.36,7.0,0.042,38.0,161.0,3.26,0.37,8,0.2360248447204969,4.031111852619467e-24,0.7362025458114003
4232,11.9,0.39,0.69,2.8,0.095,17.0,35.0,3.1,0.61,6,0.4857142857142857,0.8253068684916823,0.12615423920258956
4233,8.0,0.3,0.63,1.6,0.081,16.0,29.0,3.3,0.78,6,0.5517241379310345,0.9880717128619305,0.09515482282280588
4234,8.2,0.59,0.0,2.5,0.093,19.0,58.0,3.5,0.65,6,0.3275862068965517,0.05596661089964698,0.3147426368427819
4235,8.9,0.32,0.49,1.6,0.05,17.0,131.0,3.13,0.34,5,0.1297709923664122,8.091194688671889e-15,0.9937694906233947
4236,11.1,0.39,0.54,2.7,0.095,21.0,101.0,3.13,0.51,5,0.2079207920792079,7.335171144838272e-08,0.8553453273074225
4237,7.1,0.69,0.08,2.1,0.063,42.0,52.0,3.42,0.6,6,0.8076923076923077,0.15335496684492847,0.25436119360819465
4238,6.3,0.37,0.51,6.3,0.048,35.0,146.0,3.1,1.01,6,0.23972602739726026,3.54705175499289e-19,0.9048374180359595
4239,7.4,0.32,0.55,16.6,0.056,53.0,238.0,2.96,0.58,6,0.22268907563025211,9.870203651817446e-59,0.04345627581810221
4240,6.7,0.36,0.28,8.3,0.034,29.0,81.0,2.96,0.39,6,0.35802469135802467,0.00015877856490002055,0.6027516647500953
4241,8.3,0.23,0.43,3.2,0.035,14.0,101.0,3.15,0.36,5,0.13861386138613863,7.335171144838272e-08,0.8553453273074225
4242,5.8,0.15,0.31,5.9,0.036,7.0,73.0,3.2,0.43,6,0.0958904109589041,0.0017502441263580752,0.49546924289722294
4243,9.4,0.24,0.33,2.3,0.061,52.0,73.0,3.47,0.9,6,0.7123287671232876,0.0017502441263580752,0.49546924289722294
4244,6.9,0.38,0.38,13.1,0.112,14.0,94.0,3.02,0.48,5,0.14893617021276595,1.4169555030100371e-06,0.7741419687922484
4245,6.6,0.15,0.32,6.0,0.033,59.0,128.0,3.19,0.71,8,0.4609375,5.120188741348687e-14,0.999000499833375
4246,6.2,0.27,0.43,7.8,0.056,48.0,244.0,3.1,0.51,6,0.19672131147540983,4.451654236459997e-62,0.03077661902029056
4247,8.4,0.52,0.22,2.7,0.084,4.0,18.0,3.26,0.57,6,0.2222222222222222,0.7842715137715565,0.05414985409492427
4248,5.6,0.915,0.0,2.1,0.041,17.0,78.0,3.68,0.73,5,0.21794871794871795,0.0004085076160078274,0.5621424451968224
4249,6.9,0.4,0.14,2.4,0.085,21.0,40.0,3.43,0.63,6,0.525,0.6022997704830654,0.15739448212473714
4250,11.2,0.67,0.55,2.3,0.084,6.0,13.0,3.17,0.71,6,0.46153846153846156,0.5554370486980182,0.04107933836763487
4251,6.4,0.16,0.25,1.4,0.057,21.0,125.0,3.23,0.44,7,0.168,3.069780955097918e-13,0.999750031247396
4252,6.6,0.21,0.34,5.6,0.046,30.0,140.0,3.22,0.38,5,0.21428571428571427,2.3093049247977918e-17,0.9521811296985049
4253,6.4,0.475,0.06,1.0,0.03,9.0,131.0,2.97,0.29,5,0.06870229007633588,8.091194688671889e-15,0.9937694906233947
4254,6.6,0.22,0.37,15.4,0.035,62.0,153.0,3.02,0.4,5,0.40522875816993464,2.0673900221784125e-21,0.8333929661285026
4255,6.6,0.3,0.25,8.0,0.036,21.0,124.0,3.06,0.38,6,0.1693548387096774,5.51022914228981e-13,0.999000499833375
4256,6.0,0.52,0.33,7.7,0.046,24.0,119.0,3.04,0.38,6,0.20168067226890757,9.384140804010432e-12,0.9878247258083831
4257,11.0,0.3,0.58,2.1,0.054,7.0,19.0,3.31,0.88,7,0.3684210526315789,0.8253068684916823,0.05714005040775944
4258,7.6,0.23,0.34,1.6,0.043,24.0,129.0,3.12,0.7,5,0.18604651162790697,2.784842452933014e-14,0.9977525293526299
4259,5.6,0.19,0.27,0.9,0.04,52.0,103.0,3.5,0.39,5,0.5048543689320388,2.982258036495961e-08,0.8761219372139776
4260,8.3,0.6,0.25,2.2,0.118,9.0,38.0,3.15,0.53,5,0.23684210526315788,0.6955864334990951,0.14427991674278817
4261,7.3,0.35,0.67,8.3,0.053,10.0,100.0,3.19,0.5,5,0.1,1.1400768255377355e-07,0.8445089033860343
4262,8.8,0.47,0.49,2.9,0.085,17.0,110.0,3.29,0.6,5,0.15454545454545454,1.0578788696485318e-09,0.9380049995307295
4263,8.4,0.28,0.4,8.9,0.048,33.0,146.0,3.4,0.46,5,0.22602739726027396,3.54705175499289e-19,0.9048374180359595
4264,7.6,0.27,0.52,3.2,0.043,28.0,152.0,3.02,0.53,6,0.18421052631578946,4.3898144201314395e-21,0.8445089033860343
4265,7.0,0.14,0.28,1.3,0.026,10.0,56.0,3.46,0.45,5,0.17857142857142858,0.08021858963571736,0.29375770032353277
4266,9.0,0.55,0.3,8.1,0.026,14.0,71.0,2.94,0.36,5,0.19718309859154928,0.0030034309313291996,0.46942346850496713
4267,7.4,0.25,0.36,13.2,0.067,53.0,178.0,3.01,0.48,6,0.29775280898876405,1.9631548368028403e-30,0.5086475186803137
4268,7.6,0.52,0.49,14.0,0.034,37.0,156.0,3.14,0.38,7,0.23717948717948717,2.083130990636858e-22,0.7985162187593771
4269,9.0,0.69,0.0,2.4,0.088,19.0,38.0,3.35,0.6,5,0.5,0.6955864334990951,0.14427991674278817
4270,7.3,0.19,0.49,15.55,0.058,50.0,134.0,3.42,0.36,7,0.373134328358209,1.2113996115597754e-15,0.9841273200552851
4271,6.4,0.35,0.21,2.1,0.051,46.0,171.0,3.16,0.5,5,0.26900584795321636,9.625180216909195e-28,0.6027516647500953
4272,5.9,0.36,0.41,1.3,0.047,45.0,104.0,3.33,0.51,6,0.4326923076923077,1.8845343174858356e-08,0.8860339595928756
4273,6.5,0.61,0.0,2.2,0.095,48.0,59.0,3.61,0.7,6,0.8135593220338984,0.046328405328162174,0.3255464903617943
4274,6.9,0.22,0.28,7.8,0.05,43.0,116.0,3.22,0.6,8,0.3706896551724138,4.784760746553178e-11,0.9753099120283326
4275,9.4,0.615,0.28,3.2,0.087,18.0,72.0,3.31,0.53,5,0.25,0.002299646186124936,0.4823911401151259
4276,8.6,0.34,0.36,1.4,0.045,11.0,119.0,3.17,0.47,4,0.09243697478991597,9.384140804010432e-12,0.9878247258083831
4277,7.1,0.39,0.35,12.5,0.044,26.0,72.0,3.17,0.29,5,0.3611111111111111,0.002299646186124936,0.4823911401151259
